"CASRN","DTXSID","chem_name","MC","SteroidSynth","ERactivity","gentox","Consumer","Diet","Pharma","Pesticide","Industrial","HPV","U95intake","P65_Cancer","P65_Dev"
"136-85-6","DTXSID1038743","5-Methyl-1H-benzotriazole",NA,"E2up",NA,"negative","Consumer_cp_exp","Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"23128-74-7","DTXSID5044233","Antioxidant 1098",NA,"P4up",NA,"negative","Consumer_cp","Diet_cp_exp",NA,"Pesticide_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"14938-35-3","DTXSID9044164","4-Pentylphenol",NA,"E2up",NA,"no test","Consumer_exp","Diet_exp",NA,NA,"Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"1885-14-9","DTXSID9044403","Phenyl carbonochloridate",NA,"E2up",NA,"no test","Consumer_exp",NA,NA,NA,"Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"540-38-5","DTXSID4052186","4-Iodophenol",NA,"E2P4up",NA,"no test",NA,NA,NA,"Pesticide_exp","Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"94-86-0","DTXSID2047727","2-Ethoxy-5-(1-propenyl)phenol",NA,"E2P4up",NA,"positive","Consumer_exp","Diet_FDA_exp",NA,NA,NA,NA,"Less than 1 ug/kg/day",NA,NA
"64091-91-4","DTXSID3020881","4-(N-Methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone",NA,"P4up",NA,"positive","Consumer_exp",NA,NA,NA,"Industrial_exp",NA,"Between 1 to 100 ug/kg/day","Cancer",NA
"563-04-2","DTXSID4026216","Tri-m-tolyl phosphate",NA,"E2up",NA,"negative",NA,NA,NA,NA,"Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"615-13-4","DTXSID7052288","1,3-Dihydro-2H-inden-2-one",NA,"P4up",NA,"no test","Consumer_exp","Diet_exp",NA,NA,"Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"17354-14-2","DTXSID5044605","1,4-Bis(butylamino)anthracene-9,10-dione",NA,"E2P4up",NA,"positive","Consumer_cp",NA,NA,"Pesticide_cp","Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"122931-48-0","DTXSID1032642","Rimsulfuron",NA,"P4up",NA,"no test","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"150-19-6","DTXSID0022012","3-Methoxyphenol",NA,"E2P4up",NA,"no test","Consumer_exp","Diet_exp",NA,NA,"Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"767-00-0","DTXSID9052509","4-Hydroxybenzonitrile",NA,"E2up",NA,"no test","Consumer_exp","Diet_exp",NA,NA,"Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"79-97-0","DTXSID8047890","3,3'-Dimethylbisphenol A",NA,"E2up",NA,"positive",NA,"Diet_exp",NA,NA,"Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"580-51-8","DTXSID2022462","3-Phenylphenol",NA,"E2P4up",NA,"no test",NA,"Diet_exp",NA,"Pesticide_exp","Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"92-44-4","DTXSID2043903","2,3-Dihydroxynaphthalene",NA,"E2up",NA,"no test",NA,NA,NA,NA,"Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"638-07-3","DTXSID4044454","Ethyl 4-chloro-3-oxobutanoate",NA,"P4up",NA,"positive","Consumer_exp",NA,NA,NA,"Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"700-06-1","DTXSID7031458","Indole-3-carbinol",NA,"E2up",NA,"positive","Consumer_exp",NA,NA,NA,"Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"135-57-9","DTXSID7041629","2,2'-Dibenzoylaminodiphenyl disulfide",NA,"E2P4up",NA,"negative","Consumer_cp","Diet_cp_exp",NA,NA,"Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"25311-71-1","DTXSID8032417","Isofenphos",NA,"P4up",NA,"no test","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp","Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"61949-76-6","DTXSID0038338","(+/-)-cis-Permethrin",NA,"P4up",NA,"negative","Consumer_exp",NA,NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"98-29-3","DTXSID5024687","4-tert-Butylcatechol",NA,"E2P4up",NA,"positive","Consumer_cp","Diet_cp_exp",NA,NA,"Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"6283-25-6","DTXSID6038827","2-Chloro-5-nitroaniline",NA,"P4up",NA,"no test",NA,NA,NA,"Pesticide_exp","Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"3118-97-6","DTXSID5040706","C.I. Solvent Orange 7",NA,"E2up",NA,"positive",NA,NA,NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"212141-51-0","DTXSID5049073","Vatalanib dihydrochloride",NA,"P4up",NA,"no test",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42978-66-5","DTXSID7028015","Tripropylene glycol diacrylate",NA,"P4up",NA,"no test","Consumer_cp_exp","Diet_exp",NA,NA,"Industrial_exp","HPV","100 ug/kg/day or more",NA,NA
"86-28-2","DTXSID1052585","9-Ethylcarbazole",NA,"E2up",NA,"positive","Consumer_exp",NA,NA,NA,"Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"50-33-9","DTXSID9021136","Phenylbutazone",NA,"P4up",NA,"positive",NA,NA,"Pharma_FDA_discontinued",NA,NA,NA,NA,NA,NA
"86-98-6","DTXSID0052590","4,7-Dichloroquinoline",NA,"P4up",NA,"positive",NA,NA,NA,"Pesticide_exp","Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"624-18-0","DTXSID8021141","1,4-Benzenediamine dihydrochloride",NA,"E2up",NA,"positive",NA,NA,NA,NA,"Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"95-69-2","DTXSID1041508","4-Chloro-2-methylaniline",NA,"P4up",NA,"positive","Consumer_cp_exp",NA,NA,NA,"Industrial_exp",NA,"Between 1 to 100 ug/kg/day","Cancer",NA
"504-63-2","DTXSID8041246","1,3-Propanediol",NA,"E2P4up",NA,"positive","Consumer_exp","Diet_exp",NA,NA,"Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"1319-77-3","DTXSID3024364","Cresol",NA,"E2P4up",NA,"negative","Consumer_cp","Diet_cp",NA,"Pesticide_cp",NA,"HPV",NA,NA,NA
"1747-60-0","DTXSID9024485","2-Amino-6-methoxybenzothiazole",NA,"E2P4up",NA,"positive",NA,NA,NA,"Pesticide_exp",NA,NA,"Between 1 to 100 ug/kg/day",NA,NA
"603-36-1","DTXSID4052269","Triphenylstibine",NA,"P4up",NA,"positive",NA,NA,NA,NA,NA,NA,NA,NA,NA
"91-10-1","DTXSID2052607","2,6-Dimethoxyphenol",NA,"E2up",NA,"no test","Consumer_cp_exp","Diet_FDA_cp_exp",NA,NA,"Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"78-30-8","DTXSID6032192","Tri-o-cresyl phosphate",NA,"E2P4up",NA,"positive","Consumer_cp",NA,NA,NA,"Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"5888-33-5","DTXSID5052250","Isobornyl acrylate",NA,"P4up",NA,"negative","Consumer_cp_exp","Diet_cp_exp",NA,"Pesticide_cp","Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"6358-09-4","DTXSID9043855","2-Amino-6-chloro-4-nitrophenol",NA,"E2up",NA,"positive","Consumer_cp",NA,NA,"Pesticide_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"832-69-9","DTXSID6025648","1-Methyl phenanthrene",NA,"E2up",NA,"positive","Consumer_exp",NA,NA,NA,"Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"611-20-1","DTXSID3041661","2-Hydroxybenzonitrile",NA,"E2P4up","not_agonist","negative","Consumer_exp","Diet_exp",NA,NA,"Industrial_exp","HPV","Less than 1 ug/kg/day",NA,NA
"88-04-0","DTXSID0032316","4-Chloro-3,5-dimethylphenol",NA,"E2P4up","weak_agonist","no test","Consumer_cp_exp","Diet_cp_exp","Pharma_cp","Pesticide_cp_exp","Industrial_exp",NA,"100 ug/kg/day or more",NA,NA
"4672-49-5","DTXSID40196931","Ethylene dimethanesulfonate",NA,"E2up",NA,"no test","Consumer_exp","Diet_exp",NA,NA,"Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"2971-36-0","DTXSID8022325","2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane",NA,"E2P4up","agonist","no test",NA,NA,NA,"Pesticide_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"28159-98-0","DTXSID3032416","Cybutryne",NA,"E2P4up","not_agonist","no test","Consumer_cp_exp",NA,NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"59756-60-4","DTXSID8024107","Fluridone",NA,"E2up","not_agonist","no test","Consumer_cp","Diet_cp",NA,"Pesticide_cp","Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"179465-71-5","DTXSID2047303","CJ-013790",NA,"E2up","weak_agonist","no test",NA,NA,NA,"Pesticide_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"1570-64-5","DTXSID5022510","4-Chloro-2-methylphenol",NA,"E2P4up","weak_agonist","positive",NA,"Diet_cp_exp",NA,"Pesticide_cp","Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"108-46-3","DTXSID2021238","Resorcinol",NA,"P4up","not_agonist","positive","Consumer_cp","Diet_FDA_cp_exp",NA,"Pesticide_cp_exp",NA,"HPV","Between 1 to 100 ug/kg/day",NA,NA
"125-84-8","DTXSID8022589","Aminoglutethimide",NA,"P4up","not_agonist","no test",NA,NA,"Pharma_FDA_discontinued",NA,NA,NA,NA,NA,"Dev"
"525-79-1","DTXSID9035175","Kinetin",NA,"P4up","not_agonist","no test","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"585-34-2","DTXSID9044825","3-tert-Butylphenol",NA,"P4up","weak_agonist","no test","Consumer_cp_exp","Diet_exp",NA,NA,"Industrial_exp","HPV","100 ug/kg/day or more",NA,NA
"583-78-8","DTXSID7025003","2,5-Dichlorophenol",NA,"P4up","not_agonist","negative",NA,NA,NA,"Pesticide_exp","Industrial_exp","HPV","100 ug/kg/day or more",NA,NA
"20265-97-8","DTXSID3020093","4-Methoxyaniline hydrochloride",NA,"P4up","not_agonist","positive","Consumer_exp",NA,NA,NA,"Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"102676-31-3","DTXSID4020618","Fadrozole hydrochloride",NA,"P4up","weak_agonist","no test",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17924-92-4","DTXSID0021460","Zearalenone",NA,"P4up","agonist","positive",NA,"Diet_naturally_occurring",NA,NA,NA,NA,NA,NA,NA
"57-91-0","DTXSID8022377","17alpha-Estradiol",NA,NA,"agonist","no test",NA,NA,"Pharma_FDA_Rx",NA,NA,NA,NA,NA,NA
"474-86-2","DTXSID7047433","Equilin",NA,NA,"agonist","negative",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58-18-4","DTXSID1033664","17-Methyltestosterone",NA,NA,"agonist","no test","Consumer_cp",NA,"Pharma_cp","Pesticide_exp",NA,NA,"Less than 1 ug/kg/day",NA,"Dev"
"521-18-6","DTXSID9022364","5alpha-Dihydrotestosterone",NA,NA,"agonist","no test",NA,"Diet_cp","Pharma_cp",NA,NA,NA,NA,NA,NA
"57-85-2","DTXSID9036515","Testosterone propionate",NA,NA,"agonist","no test","Consumer_cp",NA,"Pharma_FDA_discontinued",NA,NA,NA,NA,NA,NA
"58-72-0","DTXSID3022320","Triphenylethylene",NA,NA,"agonist","no test","Consumer_exp","Diet_exp",NA,NA,"Industrial_exp",NA,"Less than 1 ug/kg/day",NA,NA
"53-43-0","DTXSID4020379","Dehydroepiandrosterone",NA,NA,"agonist","negative","Consumer_cp",NA,"Pharma_cp",NA,NA,NA,NA,NA,NA
"68-96-2","DTXSID6040747","17alpha-Hydroxyprogesterone",NA,NA,"agonist","positive",NA,NA,"Pharma_cp",NA,NA,NA,NA,NA,NA
"17696-62-7","DTXSID4047882","Phenylparaben",NA,NA,"agonist","negative",NA,"Diet_exp",NA,NA,"Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"1085-12-7","DTXSID4022523","Heptylparaben",NA,NA,"agonist","no test","Consumer_exp","Diet_FDA_cp_exp",NA,"Pesticide_exp",NA,NA,"Between 1 to 100 ug/kg/day",NA,NA
"1219-38-1","DTXSID0047957","Octylparaben",NA,NA,"agonist","no test","Consumer_exp","Diet_exp",NA,"Pesticide_exp","Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"131-56-6","DTXSID8022406","2,4-Dihydroxybenzophenone",NA,NA,"agonist","no test","Consumer_exp","Diet_cp_exp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"520-18-3","DTXSID7020768","Kaempferol",NA,NA,"agonist","positive","Consumer_cp",NA,NA,NA,NA,NA,NA,NA,NA
"6088-51-3","DTXSID7025429","6-Hydroxy-2-naphthyl disulfide",NA,NA,"agonist","negative",NA,NA,NA,NA,"Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"79-95-8","DTXSID3021770","2,2',6,6'-Tetrachlorobisphenol A",NA,NA,"agonist","no test",NA,NA,NA,"Pesticide_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"63-05-8","DTXSID8024523","4-Androstene-3,17-dione",NA,NA,"agonist","negative",NA,"Diet_cp",NA,NA,NA,NA,NA,"Cancer",NA
"18979-55-0","DTXSID4048195","4-(Hexyloxy)phenol",NA,NA,"agonist","no test","Consumer_exp","Diet_exp",NA,"Pesticide_exp","Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"2919-66-6","DTXSID5048184","Melengestrol acetate",NA,NA,"agonist","no test","Consumer_cp","Diet_exp",NA,NA,NA,NA,"Between 1 to 100 ug/kg/day",NA,NA
"124-22-1","DTXSID3021984","1-Dodecanamine",NA,NA,"agonist","no test","Consumer_cp_exp",NA,NA,"Pesticide_cp_exp",NA,"HPV","Between 1 to 100 ug/kg/day",NA,NA
"6683-19-8","DTXSID1027633","Irganox 1010",NA,NA,"agonist","negative","Consumer_cp","Diet_cp_exp",NA,"Pesticide_cp_exp",NA,"HPV","Between 1 to 100 ug/kg/day",NA,NA
"141-79-7","DTXSID1029170","4-Methylpent-3-en-2-one",NA,NA,"agonist","negative","Consumer_exp","Diet_FDA_cp_exp",NA,"Pesticide_cp","Industrial_exp","HPV","100 ug/kg/day or more",NA,NA
"53939-28-9","DTXSID1032303","(Z)-11-Hexadecenal",NA,NA,"weak_agonist","no test","Consumer_cp_exp","Diet_exp",NA,"Pesticide_cp_exp",NA,NA,"Between 1 to 100 ug/kg/day",NA,NA
"2440-22-4","DTXSID1027479","2-(2H-Benzotriazol-2-yl)-4-methylphenol",NA,NA,"weak_agonist","negative","Consumer_cp","Diet_cp_exp","Pharma_cp","Pesticide_cp_exp",NA,"HPV","Between 1 to 100 ug/kg/day",NA,NA
"78473-71-9","DTXSID0048183","Enterolactone",NA,NA,"weak_agonist","negative",NA,"Diet_naturally_occurring",NA,NA,NA,NA,NA,NA,NA
"319-85-7","DTXSID7020685","beta-Hexachlorocyclohexane",NA,NA,"weak_agonist","no test",NA,NA,NA,"Pesticide_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"603-35-0","DTXSID5026251","Triphenylphosphine",NA,NA,"weak_agonist","negative",NA,"Diet_exp",NA,NA,"Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"87-18-3","DTXSID9037745","4-tert-Butylphenyl salicylate",NA,NA,"weak_agonist","no test","Consumer_cp","Diet_cp_exp",NA,"Pesticide_exp",NA,NA,"100 ug/kg/day or more",NA,NA
"96-83-3","DTXSID6023159","Iopanoic acid",NA,NA,"weak_agonist","no test","Consumer_cp","Diet_exp","Pharma_FDA_discontinued",NA,NA,NA,"Between 1 to 100 ug/kg/day",NA,NA
"525-82-6","DTXSID2022048","Flavone",NA,NA,"weak_agonist","no test","Consumer_cp_exp",NA,NA,NA,"Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"143-74-8","DTXSID8022408","Phenol red",NA,NA,"weak_agonist","no test",NA,NA,NA,"Pesticide_cp",NA,NA,NA,NA,NA
"8007-70-3","DTXSID3024528","Anise oil",NA,NA,"weak_agonist","positive",NA,"Diet_FDA_cp",NA,"Pesticide_cp",NA,NA,NA,NA,NA
"111-71-7","DTXSID0021597","Heptanal",NA,NA,"weak_agonist","negative","Consumer_cp_exp","Diet_FDA_cp_exp",NA,NA,"Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"63449-41-2","DTXSID1048122","C8-18-Alkydimethylbenzyl ammonium chlorides",NA,NA,"weak_agonist","negative","Consumer_cp",NA,NA,"Pesticide_cp",NA,NA,NA,NA,NA
"107-30-2","DTXSID6020307","Chloromethyl methyl ether",NA,NA,"weak_agonist","positive","Consumer_cp_exp","Diet_FDA_cp_exp",NA,NA,"Industrial_exp","HPV","Between 1 to 100 ug/kg/day","Cancer",NA
"106-48-9","DTXSID1021871","4-Chlorophenol",NA,NA,"weak_agonist","positive",NA,NA,NA,"Pesticide_exp","Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"90-02-8","DTXSID1021792","Salicylaldehyde",NA,NA,"weak_agonist","negative","Consumer_cp_exp","Diet_FDA_exp",NA,NA,"Industrial_exp","HPV","100 ug/kg/day or more",NA,NA
"2396-68-1","DTXSID9048196","4-tert-Butylbenzenethiol",NA,NA,"weak_agonist","no test","Consumer_exp","Diet_exp",NA,NA,"Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"90-15-3","DTXSID6021793","1-Naphthol",NA,NA,"weak_agonist","positive","Consumer_cp","Diet_cp_exp",NA,"Pesticide_cp","Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"1724-39-6","DTXSID1027429","Cyclododecanol",NA,NA,"weak_agonist","negative","Consumer_exp",NA,NA,NA,"Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"99-89-8","DTXSID5042299","4-Isopropylphenol",NA,NA,"weak_agonist","no test","Consumer_cp_exp","Diet_cp_exp",NA,NA,"Industrial_exp",NA,"100 ug/kg/day or more",NA,NA
"120511-73-1","DTXSID9022607","Anastrozole",NA,NA,"weak_agonist","no test","Consumer_cp",NA,"Pharma_FDA_Rx","Pesticide_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"105-55-5","DTXSID8020466","N,N'-Diethylthiourea",NA,NA,"weak_agonist","negative",NA,"Diet_cp",NA,"Pesticide_cp","Industrial_exp",NA,"100 ug/kg/day or more",NA,NA
"161326-34-7","DTXSID2034590","Fenamidone",NA,NA,"weak_agonist","positive","Consumer_cp","Diet_cp",NA,"Pesticide_cp_exp",NA,NA,"Less than 1 ug/kg/day",NA,NA
"117-99-7","DTXSID5047879","2-Hydroxybenzophenone",NA,NA,"weak_agonist","no test","Consumer_exp","Diet_exp",NA,"Pesticide_exp","Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
"108-21-4","DTXSID2025478","Isopropyl acetate",NA,NA,"weak_agonist","negative","Consumer_cp_exp","Diet_FDA_cp_exp",NA,"Pesticide_cp","Industrial_exp","HPV","Between 1 to 100 ug/kg/day",NA,NA
"95-38-5","DTXSID2036112","1H-Imidazole-1-ethanol, 2-(8-heptadecenyl)-4,5-dihydro-",NA,NA,"weak_agonist","negative","Consumer_cp_exp","Diet_cp_exp",NA,"Pesticide_cp_exp","Industrial_exp","HPV","Less than 1 ug/kg/day",NA,NA
"2457-01-4","DTXSID8044888","Barium bis(2-ethylhexanoate)",NA,NA,"weak_agonist","no test",NA,NA,NA,"Pesticide_cp",NA,NA,NA,NA,NA
"620-92-8","DTXSID9022445","Bisphenol F",NA,NA,"weak_agonist","negative","Consumer_cp","Diet_exp",NA,NA,"Industrial_exp",NA,"Between 1 to 100 ug/kg/day",NA,NA
